category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0044403,0,1,14,880,symbiont process,BP
GO:0044419,0,1,14,929,interspecies interaction between organisms,BP
GO:0044424,0,1,42,14885,intracellular part,CC
GO:0044444,0,1,31,9707,cytoplasmic part,CC
GO:0044464,0,1,42,17038,cell part,CC
GO:0045069,0,1,9,95,regulation of viral genome replication,BP
GO:0045071,0,1,8,59,negative regulation of viral genome replication,BP
GO:0045087,0,1,21,923,innate immune response,BP
GO:0048519,0,1,25,5843,negative regulation of biological process,BP
GO:0048525,0,1,8,99,negative regulation of viral process,BP
GO:0050789,0,1,34,11899,regulation of biological process,BP
GO:0050792,0,1,10,207,regulation of viral process,BP
GO:0050794,0,1,31,10851,regulation of cellular process,BP
GO:0050896,0,1,32,9017,response to stimulus,BP
GO:0051607,0,1,19,239,defense response to virus,BP
GO:0051704,0,1,26,2562,multi-organism process,BP
GO:0051707,0,1,23,945,response to other organism,BP
GO:0060337,0,1,11,95,type I interferon signaling pathway,BP
GO:0065007,0,1,34,12580,biological regulation,BP
GO:0070887,0,1,19,3278,cellular response to chemical stimulus,BP
GO:0071310,0,1,19,2704,cellular response to organic substance,BP
GO:0071345,0,1,15,1114,cellular response to cytokine stimulus,BP
GO:0071357,0,1,11,95,cellular response to type I interferon,BP
GO:0097159,0,1,25,6278,organic cyclic compound binding,MF
GO:0098542,0,1,20,499,defense response to other organism,BP
GO:1901363,0,1,24,6191,heterocyclic compound binding,MF
GO:1903900,0,1,10,148,regulation of viral life cycle,BP
GO:1903901,0,1,8,85,negative regulation of viral life cycle,BP
GO:0032479,1.4972334503384262e-11,1,7,126,regulation of type I interferon production,BP
GO:0032606,1.6499043077061456e-11,1,7,128,type I interferon production,BP
GO:0001816,1.6768429421624458e-11,1,11,788,cytokine production,BP
GO:0031347,6.95743961887569e-11,1,11,841,regulation of defense response,BP
GO:0051716,1.235063938349315e-10,0.9999999999847191,25,7470,cellular response to stimulus,BP
GO:0045088,1.6943854964286827e-10,0.9999999999979227,9,453,regulation of innate immune response,BP
GO:1901564,1.7845952597593025e-10,0.9999999999841105,24,6915,organonitrogen compound metabolic process,BP
GO:0003824,2.0645644415850256e-10,0.99999999998368,22,5689,catalytic activity,MF
GO:0044260,3.0337081472578386e-10,0.9999999999590113,26,8312,cellular macromolecule metabolic process,BP
GO:0071704,3.57896185834985e-10,0.9999999999616469,30,11860,organic substance metabolic process,BP
GO:0043170,4.103048256559932e-10,0.999999999946132,28,10282,macromolecule metabolic process,BP
GO:0019538,4.3535594435332014e-10,0.9999999999552499,22,5864,protein metabolic process,BP
GO:0044267,4.5625266415176664e-10,0.9999999999512524,21,5260,cellular protein metabolic process,BP
GO:0042221,6.04626514085285e-10,0.9999999999370802,20,4765,response to chemical,BP
GO:0050776,6.187428007281025e-10,0.9999999999707437,11,1001,regulation of immune response,BP
GO:0032480,6.521070524222643e-10,0.9999999999967544,5,46,negative regulation of type I interferon production,BP
GO:0098586,9.324669478015835e-10,0.9999999999947743,5,55,cellular response to virus,BP
GO:0007165,1.1168487252483173e-9,0.9999999998660166,22,6021,signal transduction,BP
GO:0008152,1.170819125410063e-9,0.9999999998294783,30,12321,metabolic process,BP
GO:0003723,2.1967373751124134e-9,0.9999999998336904,13,1932,RNA binding,MF
GO:0060760,2.1987156854637213e-9,0.9999999999846247,5,57,positive regulation of response to cytokine stimulus,BP
GO:0043167,2.9489660740195114e-9,0.9999999995838815,22,6182,ion binding,MF
GO:0003950,3.7229275618869317e-9,0.9999999999893805,4,22,NAD+ ADP-ribosyltransferase activity,MF
GO:0001818,4.4719268942004086e-9,0.9999999998913921,7,296,negative regulation of cytokine production,BP
GO:0023052,5.556332054538518e-9,0.9999999991794845,22,6485,signaling,BP
GO:0007154,5.9548647344758665e-9,0.9999999991171317,22,6512,cell communication,BP
GO:0039528,6.300863404394763e-9,0.9999999999788072,4,27,cytoplasmic pattern recognition receptor signaling pathway in response to virus,BP
GO:0003725,6.362373097556466e-9,0.9999999999432168,5,75,double-stranded RNA binding,MF
GO:0003724,6.484173216172788e-9,0.9999999999418447,5,77,RNA helicase activity,MF
GO:0050688,6.843566423746028e-9,0.9999999999380957,5,73,regulation of defense response to virus,BP
GO:0080134,7.349002989320395e-9,0.9999999994223537,12,1584,regulation of response to stress,BP
GO:0032020,8.045254379919264e-9,0.999999999995737,3,6,ISG15-protein conjugation,BP
GO:0051172,1.2899180276237114e-8,0.9999999986706141,14,2479,negative regulation of nitrogen compound metabolic process,BP
GO:0060333,1.4825140822070683e-8,0.9999999998411183,5,88,interferon-gamma-mediated signaling pathway,BP
GO:0060759,1.4921634881271176e-8,0.9999999997082414,6,191,regulation of response to cytokine stimulus,BP
GO:0034341,1.6715975976980114e-8,0.9999999996663584,6,195,response to interferon-gamma,BP
GO:0003727,1.78823350087378e-8,0.9999999997999951,5,95,single-stranded RNA binding,MF
GO:0007166,1.8447405443187622e-8,0.9999999978705093,15,2947,cell surface receptor signaling pathway,BP
GO:0006471,1.846192959043219e-8,0.9999999999167507,4,33,protein ADP-ribosylation,BP
GO:0019222,2.105374804576518e-8,0.9999999965442751,22,7192,regulation of metabolic process,BP
GO:0032269,2.3196739162511257e-8,0.9999999984509884,10,1114,negative regulation of cellular protein metabolic process,BP
GO:0006508,2.5205410093709983e-8,0.9999999977423059,12,1806,proteolysis,BP
GO:0010605,2.5408654766670344e-8,0.9999999969793868,15,3289,negative regulation of macromolecule metabolic process,BP
GO:0031324,2.9638404964919982e-8,0.9999999967017491,14,2643,negative regulation of cellular metabolic process,BP
GO:0070647,3.353937880244221e-8,0.9999999976642017,10,1109,protein modification by small protein conjugation or removal,BP
GO:0045089,3.8886889148462823e-8,0.9999999986541456,7,381,positive regulation of innate immune response,BP
GO:0051248,4.029875625384328e-8,0.9999999971332014,10,1183,negative regulation of protein metabolic process,BP
GO:0003676,4.0823398454390714e-8,0.9999999942681458,17,4307,nucleic acid binding,MF
GO:0035639,4.377903664625985e-8,0.99999999585508,12,1800,purine ribonucleoside triphosphate binding,MF
GO:0097367,4.443597999795133e-8,0.9999999953142472,13,2206,carbohydrate derivative binding,MF
GO:0051171,4.51711790768906e-8,0.9999999926784705,20,5973,regulation of nitrogen compound metabolic process,BP
GO:0002697,4.696896007714228e-8,0.9999999983276622,7,397,regulation of immune effector process,BP
GO:0039530,5.938677704912759e-8,0.9999999999210814,3,10,MDA-5 signaling pathway,BP
GO:0032555,6.583071083332338e-8,0.9999999935109201,12,1866,purine ribonucleotide binding,MF
GO:0009892,6.954359801724628e-8,0.9999999909961056,15,3526,negative regulation of metabolic process,BP
GO:0044764,7.010425453841301e-8,0.999999999544046,4,48,multi-organism cellular process,BP
GO:0017076,7.119198374052137e-8,0.9999999929302873,12,1879,purine nucleotide binding,MF
GO:0032553,7.189392662290572e-8,0.9999999928539332,12,1882,ribonucleotide binding,MF
GO:0080090,7.334403342390509e-8,0.9999999877019211,20,6145,regulation of primary metabolic process,BP
GO:0043168,7.369999861695736e-8,0.9999999911130744,14,2760,anion binding,MF
GO:0016763,7.926701487226847e-8,0.999999999468853,4,47,"transferase activity, transferring pentosyl groups",MF
GO:0031323,1.0406519910797858e-7,0.999999982123885,20,6279,regulation of cellular metabolic process,BP
GO:0002831,1.482332437600753e-7,0.9999999974133823,5,139,regulation of response to biotic stimulus,BP
GO:0036094,1.6484958835752603e-7,0.9999999803930345,13,2490,small molecule binding,MF
GO:0060255,1.7627258610994635e-7,0.9999999685879202,20,6675,regulation of macromolecule metabolic process,BP
GO:0000166,2.293307102670871e-7,0.9999999744742983,12,2112,nucleotide binding,MF
GO:1901265,2.3033419672761313e-7,0.9999999743517746,12,2113,nucleoside phosphate binding,MF
GO:0002753,2.3606201180204838e-7,0.9999999978851054,4,63,cytoplasmic pattern recognition receptor signaling pathway,BP
GO:0002684,2.809073944496113e-7,0.9999999789370918,9,1073,positive regulation of immune system process,BP
GO:0031349,2.913110525680084e-7,0.9999999863095231,7,520,positive regulation of defense response,BP
GO:0048583,3.0817443275027306e-7,0.9999999520498201,16,4231,regulation of response to stimulus,BP
GO:0004386,3.204098837121996e-7,0.9999999934342773,5,163,helicase activity,MF
GO:1990404,3.2203808095874173e-7,0.9999999991717539,3,15,protein ADP-ribosylase activity,MF
GO:0050778,3.3808540915513414e-7,0.9999999788651265,8,790,positive regulation of immune response,BP
GO:0048523,3.4070482244395336e-7,0.9999999436966177,17,4892,negative regulation of cellular process,BP
GO:0002218,3.524026585177849e-7,0.9999999879776982,6,318,activation of innate immune response,BP
GO:0048518,3.565954937398794e-7,0.9999999355907457,19,6135,positive regulation of biological process,BP
GO:0051239,4.2765486609894876e-7,0.9999999398896048,14,3260,regulation of multicellular organismal process,BP
GO:0071346,4.337977766923057e-7,0.9999999905283617,5,176,cellular response to interferon-gamma,BP
GO:0044265,4.659745126961222e-7,0.9999999628226649,9,1159,cellular macromolecule catabolic process,BP
GO:0043412,4.865179629983245e-7,0.9999999215087491,16,4365,macromolecule modification,BP
GO:0048584,6.585067087933655e-7,0.9999999187392626,12,2388,positive regulation of response to stimulus,BP
GO:0032481,6.720237975555341e-7,0.9999999920962593,4,77,positive regulation of type I interferon production,BP
GO:0002221,7.536706928240802e-7,0.9999999815363901,5,198,pattern recognition receptor signaling pathway,BP
GO:0017111,8.087056978511024e-7,0.9999999431098671,8,856,nucleoside-triphosphatase activity,MF
GO:0002253,8.64829582746695e-7,0.9999999520312577,7,611,activation of immune response,BP
GO:0035455,8.972560150663595e-7,0.999999996571695,3,22,response to interferon-alpha,BP
GO:0032446,1.0591861723005504e-6,0.999999922686272,8,907,protein modification by small protein conjugation,BP
GO:0016787,1.1433755258393245e-6,0.9999998510085174,12,2515,hydrolase activity,MF
GO:0016462,1.2151318012262909e-6,0.9999999096315028,8,905,pyrophosphatase activity,MF
GO:0051241,1.2404189010494547e-6,0.9999998883146298,9,1317,negative regulation of multicellular organismal process,BP
GO:0016817,1.2423251693428064e-6,0.9999999073293823,8,908,"hydrolase activity, acting on acid anhydrides",MF
GO:0016818,1.2423251693428064e-6,0.9999999073293823,8,908,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",MF
GO:0032727,1.416285969487909e-6,0.9999999936949838,3,22,positive regulation of interferon-alpha production,BP
GO:0006464,1.5239933783361015e-6,0.9999997447415734,15,4153,cellular protein modification process,BP
GO:0036211,1.5239933783361015e-6,0.9999997447415734,15,4153,protein modification process,BP
GO:0035456,1.5246808706766864e-6,0.9999999928827683,3,28,response to interferon-beta,BP
GO:0032268,1.945834848633672e-6,0.9999997326617898,12,2671,regulation of cellular protein metabolic process,BP
GO:0002230,2.1228388255865186e-6,0.9999999889982247,3,26,positive regulation of defense response to virus by host,BP
GO:0009057,2.3957694232148268e-6,0.9999997658794461,9,1394,macromolecule catabolic process,BP
GO:0051603,2.4239397780500155e-6,0.9999998425092868,7,714,proteolysis involved in cellular protein catabolic process,BP
GO:0001819,2.578794979837462e-6,0.9999998751706446,6,462,positive regulation of cytokine production,BP
GO:0032647,2.9116040857241476e-6,0.9999999831183694,3,28,regulation of interferon-alpha production,BP
GO:0034343,2.9841187176342286e-6,0.9999999990369778,2,3,type III interferon production,BP
GO:0034344,2.9841187176342286e-6,0.9999999990369778,2,3,regulation of type III interferon production,BP
GO:0032728,3.1643852953745006e-6,0.9999999810309607,3,30,positive regulation of interferon-beta production,BP
GO:0044248,3.167823116866341e-6,0.9999995851415492,11,2326,cellular catabolic process,BP
GO:0032607,3.4632841223558552e-6,0.9999999786011976,3,30,interferon-alpha production,BP
GO:0051246,3.958444768853998e-6,0.9999994158814216,12,2868,regulation of protein metabolic process,BP
GO:0044257,3.993554842957053e-6,0.999999719709008,7,770,cellular protein catabolic process,BP
GO:0030522,4.173033457015703e-6,0.9999998538821124,5,281,intracellular receptor signaling pathway,BP
GO:0003373,4.852759703121447e-6,0.9999999971753414,2,4,dynamin family protein polymerization involved in membrane fission,BP
GO:0003374,4.852759703121447e-6,0.9999999971753414,2,4,dynamin family protein polymerization involved in mitochondrial fission,BP
GO:0005739,5.3178908679082145e-6,0.9999994254521904,9,1573,mitochondrion,CC
GO:0050691,5.540338221182173e-6,0.999999959353351,3,37,regulation of defense response to virus by host,BP
GO:0002757,5.994757527674145e-6,0.9999996630479105,6,528,immune response-activating signal transduction,BP
GO:0002758,6.118528563059654e-6,0.9999997679263356,5,297,innate immune response-activating signal transduction,BP
GO:0044428,6.867632337696613e-6,0.9999986898168223,15,4962,nuclear part,CC
GO:0016567,7.005178280677664e-6,0.9999994634925516,7,824,protein ubiquitination,BP
GO:0032101,7.174818468598684e-6,0.9999994483726969,7,852,regulation of response to external stimulus,BP
GO:0006974,7.407999539720085e-6,0.9999994276136221,7,850,cellular response to DNA damage stimulus,BP
GO:0000209,7.766781222534396e-6,0.99999969029634606,5,310,protein polyubiquitination,BP
GO:0002764,8.457607657445043e-6,0.9999994945448235,6,562,immune response-regulating signaling pathway,BP
GO:0003677,9.161145230154037e-6,0.9999986537603807,11,2497,DNA binding,MF
GO:0033036,9.3017721736026345e-06,0.9999985022474899,12,3113,macromolecule localization,BP
GO:0009056,9.892109352667959e-6,0.9999985339295756,11,2617,catabolic process,BP
GO:0061025,1.0895037224254242e-5,0.9999997354450654,4,152,membrane fusion,BP
GO:1901575,1.2360817525760286e-5,0.9999983099544764,10,2176,organic substance catabolic process,BP
GO:0035549,1.242843636529391e-5,0.9999999884145986,2,4,positive regulation of interferon-beta secretion,BP
GO:0009597,1.3040970149324765e-5,0.9999999842516152,2,6,detection of virus,BP
GO:1901565,1.3749429825771655e-5,0.9999985681436212,8,1297,organonitrogen compound catabolic process,BP
GO:0032648,1.3758078459797545e-5,0.9999998611111873,3,48,regulation of interferon-beta production,BP
GO:0030163,1.3978196468116943e-5,0.9999988069801984,7,929,protein catabolic process,BP
GO:0001961,1.4246720761374545e-5,0.9999998542191639,3,50,positive regulation of cytokine-mediated signaling pathway,BP
GO:0140096,1.4426928454295605e-5,0.9999979910609311,10,2161,"catalytic activity, acting on a protein",MF
GO:0032608,1.536814500907635e-5,0.9999998386816044,3,50,interferon-beta production,BP
GO:0044446,1.5915379236768175e-5,0.9999959941908235,21,9727,intracellular organelle part,CC
GO:0140098,1.6005924940205834e-5,0.9999992563831145,5,383,"catalytic activity, acting on RNA",MF
GO:0001959,1.6734520266395357e-5,0.9999995453138312,4,178,regulation of cytokine-mediated signaling pathway,BP
GO:0035546,1.7477181319255047e-5,0.999999977548625,2,5,interferon-beta secretion,BP
GO:0035547,1.7477181319255047e-5,0.999999977548625,2,5,regulation of interferon-beta secretion,BP
GO:0008104,1.7610165847485927e-5,0.9999972182561258,11,2761,protein localization,BP
GO:1901360,1.970215978461985e-5,0.9999955039396843,17,6750,organic cyclic compound metabolic process,BP
GO:0032880,2.4642074126353065e-5,0.9999976996476805,7,1011,regulation of protein localization,BP
GO:0003690,2.4819192136737785e-5,0.9999976807687232,7,978,double-stranded DNA binding,MF
GO:0044422,2.6833639210175495e-5,0.9999929779041447,21,10028,organelle part,CC
GO:0097677,3.267699033465157e-5,0.9999999313641732,2,8,STAT family protein binding,MF
GO:0048522,3.451258518774015e-5,0.9999923888310185,15,5417,positive regulation of cellular process,BP
GO:0006139,3.522072004806795e-5,0.9999918717688103,16,6320,nucleobase-containing compound metabolic process,BP
GO:0090304,3.903204672242888e-5,0.9999912937601317,15,5650,nucleic acid metabolic process,BP
GO:0065009,4.0067563400870636e-5,0.9999930583482557,11,2985,regulation of molecular function,BP
GO:0035556,4.0533135536950925e-5,0.9999929685882448,11,2958,intracellular signal transduction,BP
GO:0034058,4.152633929859829e-5,0.9999998965620865,2,10,endosomal vesicle fusion,BP
GO:0070213,4.274801745641958e-5,0.9999998900621844,2,11,protein auto-ADP-ribosylation,BP
GO:0005524,4.326796610989067e-5,0.9999946945108544,8,1463,ATP binding,MF
GO:0031397,4.33350176495095e-5,0.9999993448911956,3,78,negative regulation of protein ubiquitination,BP
GO:0072642,4.344749343876663e-5,0.9999998916942434,2,9,interferon-alpha secretion,BP
GO:1902739,4.344749343876663e-5,0.9999998916942434,2,9,regulation of interferon-alpha secretion,BP
GO:1902741,4.344749343876663e-5,0.9999998916942434,2,9,positive regulation of interferon-alpha secretion,BP
GO:0010468,4.3855124440283943e-5,0.9999905881780092,14,5022,regulation of gene expression,BP
GO:0090148,4.6541328387449605e-5,0.9999998750940873,2,11,membrane fission,BP
GO:0046483,4.795078836607946e-5,0.999988626425663,16,6480,heterocycle metabolic process,BP
GO:0032501,4.9572007116698526e-5,0.9999873676915162,18,7718,multicellular organismal process,BP
GO:0010951,5.067861615408343e-5,0.9999981608476902,4,248,negative regulation of endopeptidase activity,BP
GO:0072641,5.188776103303441e-5,0.9999998554787335,2,10,type I interferon secretion,BP
GO:0006725,5.2509529221000134e-5,0.999987443551384,16,6525,cellular aromatic compound metabolic process,BP
GO:0050663,5.32437689696744e-5,0.9999980436337116,4,239,cytokine secretion,BP
GO:0044092,5.4390636648382904e-5,0.9999942374312152,7,1158,negative regulation of molecular function,BP
GO:0016070,5.524613975531733e-5,0.999987874775431,14,5124,RNA metabolic process,BP
GO:0034654,5.538912909126229e-5,0.9999885056554979,13,4255,nucleobase-containing compound biosynthetic process,BP
GO:0035563,5.569466619191908e-5,0.999999832151078,2,13,positive regulation of chromatin binding,BP
GO:0032559,5.767936960094001e-5,0.999992627232763,8,1521,adenyl ribonucleotide binding,MF
GO:0044271,5.8899272824550596e-5,0.9999869924360458,14,5000,cellular nitrogen compound biosynthetic process,BP
GO:0002718,5.983363687969737e-5,0.9999989892748841,3,84,regulation of cytokine production involved in immune response,BP
GO:0010466,6.009937401263809e-5,0.9999977194494045,4,260,negative regulation of peptidase activity,BP
GO:0030554,6.066540528956565e-5,0.9999921885390629,8,1532,adenyl nucleotide binding,MF
GO:1903321,6.315772875402793e-5,0.999998911917601,3,89,negative regulation of protein modification by small protein conjugation or removal,BP
GO:0043086,6.34037396321031e-5,0.9999945476030483,6,813,negative regulation of catalytic activity,BP
GO:0018130,6.404575970746602e-5,0.9999865099887215,13,4318,heterocycle biosynthetic process,BP
GO:2000117,6.504988118181719e-5,0.999998867209039,3,92,negative regulation of cysteine-type endopeptidase activity,BP
GO:0002730,6.518988487745205e-5,0.9999997928317812,2,11,regulation of dendritic cell cytokine production,BP
GO:0045184,6.536414558693229e-5,0.9999902273977206,9,2111,establishment of protein localization,BP
GO:0019438,6.554733397245191e-5,0.9999861608027522,13,4328,aromatic compound biosynthetic process,BP
GO:0034356,6.677937779607217e-5,0.9999997773658887,2,14,NAD biosynthesis via nicotinamide riboside salvage pathway,BP
GO:2001034,6.901853089260707e-5,0.9999997683685654,2,13,positive regulation of double-strand break repair via nonhomologous end joining,BP
GO:0002371,7.540799180425307e-5,0.9999997385194586,2,12,dendritic cell cytokine production,BP
GO:0032587,7.647044998401082e-5,0.9999985920060636,3,96,ruffle membrane,CC
GO:0051179,8.911598035047616e-5,0.9999776468830001,16,6615,localization,BP
GO:0051252,9.005257551873836e-5,0.9999815539355578,12,3802,regulation of RNA metabolic process,BP
GO:1901362,9.119524988817962e-5,0.999980077413683,13,4477,organic cyclic compound biosynthetic process,BP
GO:0010629,9.638609300168866e-5,0.9999848192395449,9,2427,negative regulation of gene expression,BP
GO:0016757,1.004045545919138e-4,0.9999956436636679,4,279,"transferase activity, transferring glycosyl groups",MF
GO:0002367,1.042144131183405e-4,0.9999978660294248,3,102,cytokine production involved in immune response,BP
GO:0030097,1.0608600312670719e-4,0.9999899714969706,6,886,hemopoiesis,BP
GO:0010467,1.1440964876131544e-4,0.9999717671877134,15,6419,gene expression,BP
GO:0039529,1.175105520407589e-4,0.9999994600026129,2,20,RIG-I signaling pathway,BP
GO:0008144,1.24676761794756e-4,0.9999821604275738,8,1718,drug binding,MF
GO:2000112,1.266076227655785e-4,0.9999730749928456,12,3981,regulation of cellular macromolecule biosynthetic process,BP
GO:0034641,1.2914443262850714e-4,0.9999664822001212,16,7065,cellular nitrogen compound metabolic process,BP
GO:0016740,1.347234308457134e-4,0.9999778051695402,9,2266,transferase activity,MF
GO:0048534,1.3708162037373515e-4,0.99998641144408,6,928,hematopoietic or lymphoid organ development,BP
GO:0032879,1.384253577508408e-4,0.9999745983238385,10,2853,regulation of localization,BP
GO:0071360,1.4429713556311942e-4,0.9999992758685399,2,17,cellular response to exogenous dsRNA,BP
GO:0051240,1.4801676216831208e-4,0.9999782749114021,8,1809,positive regulation of multicellular organismal process,BP
GO:0050790,1.5090743625627626e-4,0.9999747526348254,9,2330,regulation of catalytic activity,BP
GO:0031090,1.5575449720944424e-4,0.9999709905182055,10,2898,organelle membrane,CC
GO:0009306,1.5769442527934817e-4,0.9999880592385068,5,592,protein secretion,BP
GO:0010556,1.7279559718805476e-4,0.9999619588015902,12,4120,regulation of macromolecule biosynthetic process,BP
GO:0019219,1.870918177934767e-4,0.9999584436022073,12,4120,regulation of nucleobase-containing compound metabolic process,BP
GO:0031400,1.875186457388387e-4,0.9999852562310819,5,619,negative regulation of protein modification process,BP
GO:2001032,1.8752251600878805e-4,0.9999989018550806,2,22,regulation of double-strand break repair via nonhomologous end joining,BP
GO:0002520,1.8789995499064532e-4,0.9999802476435483,6,980,immune system development,BP
GO:0006355,1.9269917210592975e-4,0.9999599376070701,11,3488,"regulation of transcription, DNA-templated",BP
GO:0044429,1.9653601702025698e-4,0.9999791626101386,6,1034,mitochondrial part,CC
GO:0019941,1.994473960055407e-4,0.999984106560439,5,627,modification-dependent protein catabolic process,BP
GO:0035561,2.009125177896551e-4,0.9999987779185857,2,23,regulation of chromatin binding,BP
GO:0002790,2.0211561863722592e-4,0.9999838476003446,5,626,peptide secretion,BP
GO:0051049,2.021800935590746e-4,0.999968915394936,8,1879,regulation of transport,BP
GO:1904469,2.0807211624432058e-4,0.9999987207567599,2,21,positive regulation of tumor necrosis factor secretion,BP
GO:0043632,2.1568308148543332e-4,0.9999825172939021,5,638,modification-dependent macromolecule catabolic process,BP
GO:0071359,2.2119499497777405e-4,0.9999985925141556,2,22,cellular response to dsRNA,BP
GO:0045861,2.2143734438491338e-4,0.9999881593660312,4,359,negative regulation of proteolysis,BP
GO:1903506,2.221787069847505e-4,0.9999530179458982,11,3548,regulation of nucleic acid-templated transcription,BP
GO:2001141,2.2673597067897323e-4,0.9999519377023385,11,3557,regulation of RNA biosynthetic process,BP
GO:0060330,2.267813718980351e-4,0.9999985254936582,2,25,regulation of response to interferon-gamma,BP
GO:0060334,2.267813718980351e-4,0.9999985254936582,2,25,regulation of interferon-gamma-mediated signaling pathway,BP
GO:0034645,2.3075721128283818e-4,0.9999443986311444,13,4935,cellular macromolecule biosynthetic process,BP
GO:0031981,2.522049104908261e-4,0.9999420584100971,12,4545,nuclear lumen,CC
GO:0031326,2.5632887009747053e-4,0.9999410060829308,12,4307,regulation of cellular biosynthetic process,BP
GO:0031966,2.5696779260304345e-4,0.9999783552468188,5,693,mitochondrial membrane,CC
GO:0002700,2.5938734014915334e-4,0.9999927152666208,3,139,regulation of production of molecular mediator of immune response,BP
GO:0015031,2.6200323437330393e-4,0.9999581184532177,8,1996,protein transport,BP
GO:0006915,2.7009748585414377e-4,0.9999566269390253,8,1987,apoptotic process,BP
GO:0050777,2.789463915533809e-4,0.9999919602755303,3,150,negative regulation of immune response,BP
GO:0006351,2.817616628915418e-4,0.999938694841634,11,3650,"transcription, DNA-templated",BP
GO:0043169,2.8867176689081366e-4,0.9999326607017209,12,4255,cation binding,MF
GO:0015833,2.954548011981494e-4,0.9999519072216919,8,2033,peptide transport,BP
GO:0009889,3.022372836798607e-4,0.9999291240902136,12,4386,regulation of biosynthetic process,BP
GO:0009059,3.1080356350274296e-4,0.9999226646131768,13,5089,macromolecule biosynthetic process,BP
GO:0097659,3.141917236158704e-4,0.9999307332975056,11,3698,nucleic acid-templated transcription,BP
GO:0005525,3.15682301361984e-4,0.9999814612380759,4,371,GTP binding,MF
GO:0010628,3.173149870306492e-4,0.9999477904527431,8,2006,positive regulation of gene expression,BP
GO:0051223,3.25800655233514e-4,0.9999710980444456,5,698,regulation of protein transport,BP
GO:0032774,3.2581689534192916e-4,0.999927853642004,11,3715,RNA biosynthetic process,BP
GO:0042886,3.26885233783167e-4,0.9999459707889824,8,2063,amide transport,BP
GO:0032550,3.269710315803473e-4,0.9999806177041244,4,375,purine ribonucleoside binding,MF
GO:0005740,3.347599886860725e-4,0.9999701205430892,5,735,mitochondrial envelope,CC
GO:0001883,3.3641728225342234e-4,0.9999799058779701,4,378,purine nucleoside binding,MF
GO:0032549,3.397944212878819e-4,0.9999796500957139,4,379,ribonucleoside binding,MF
GO:0009966,3.474116268088235e-4,0.9999283080573051,10,3176,regulation of signal transduction,BP
GO:0043232,3.5492963835835297e-4,0.9999152175638947,12,4696,intracellular non-membrane-bounded organelle,CC
GO:0043228,3.6193962410809065e-4,0.9999133486303577,12,4705,non-membrane-bounded organelle,CC
GO:0051234,3.642102066829863e-4,0.9999077962393141,13,5199,establishment of localization,BP
GO:2000781,3.6454441475845784e-4,0.9999969520053975,2,31,positive regulation of double-strand break repair,BP
GO:0001882,3.649855051688523e-4,0.9999777209251419,4,386,nucleoside binding,MF
GO:0004842,3.6774552806570585e-4,0.9999775083167717,4,384,ubiquitin-protein transferase activity,MF
GO:0045893,3.6898397925587694e-4,0.9999464603090501,7,1532,"positive regulation of transcription, DNA-templated",BP
GO:0030224,3.7662481901300145e-4,0.999996775812533,2,36,monocyte differentiation,BP
GO:1903131,3.7662481901300145e-4,0.999996775812533,2,36,mononuclear cell differentiation,BP
