category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0044421,8.943348032773121e-21,1,264,3555,extracellular region part,CC
GO:0071310,1.3703551954357305e-20,1,221,2671,cellular response to organic substance,BP
GO:0003824,1.3922033886396877e-20,1,388,5656,catalytic activity,MF
GO:1901575,1.900434345451536e-20,1,190,2168,organic substance catabolic process,BP
GO:0043168,2.098034879723879e-20,1,229,2749,anion binding,MF
GO:0007165,2.4086798563786196e-20,1,403,5964,signal transduction,BP
GO:0002376,2.6131262721066618e-20,1,233,2893,immune system process,BP
GO:0007275,3.008175470275526e-20,1,371,5350,multicellular organism development,BP
GO:0009058,3.669243103032521e-20,1,416,6259,biosynthetic process,BP
GO:0051171,3.763117697074123e-20,1,400,5926,regulation of nitrogen compound metabolic process,BP
GO:0005615,4.1081572928759754e-20,1,250,3355,extracellular space,CC
GO:0044271,5.602675241233485e-20,1,347,4953,cellular nitrogen compound biosynthetic process,BP
GO:1901576,6.872229955837655e-20,1,411,6182,organic substance biosynthetic process,BP
GO:0012505,7.482637963323883e-20,1,318,4399,endomembrane system,CC
GO:0044249,7.550397743550971e-20,1,406,6090,cellular biosynthetic process,BP
GO:0065008,1.7989868473582568e-19,1,296,4023,regulation of biological quality,BP
GO:0033554,1.8757846192593417e-19,1,180,2055,cellular response to stress,BP
GO:0051239,4.244347936851301e-19,1,247,3213,regulation of multicellular organismal process,BP
GO:0042221,4.48813298723974e-19,1,331,4716,response to chemical,BP
GO:0048869,7.225688475960914e-19,1,311,4305,cellular developmental process,BP
GO:0070887,7.891759246090718e-19,1,248,3240,cellular response to chemical stimulus,BP
GO:0051704,8.582035212688954e-19,1,208,2552,multi-organism process,BP
GO:0097367,8.93892770965936e-19,1,191,2200,carbohydrate derivative binding,MF
GO:0009056,1.0557366195677568e-18,1,211,2607,catabolic process,BP
GO:0009893,1.5851338052768266e-18,1,269,3589,positive regulation of metabolic process,BP
GO:0033036,3.900874260864118e-18,1,237,3096,macromolecule localization,BP
GO:0032501,4.04801566251683e-18,1,475,7562,multicellular organismal process,BP
GO:0030154,4.318546994028935e-18,1,298,4113,cell differentiation,BP
GO:0009057,5.5773889220668835e-18,1,134,1390,macromolecule catabolic process,BP
GO:0022607,9.7925315714119e-18,1,233,3036,cellular component assembly,BP
GO:0009966,9.862698275425582e-18,1,240,3144,regulation of signal transduction,BP
GO:0010604,1.3388311337653818e-17,1,251,3319,positive regulation of macromolecule metabolic process,BP
GO:0010467,2.333609108561344e-17,1,380,6236,gene expression,BP
GO:0016070,2.3629740117224868e-17,1,331,4989,RNA metabolic process,BP
GO:0035556,2.48319848542512e-17,1,227,2928,intracellular signal transduction,BP
GO:0006952,2.973895669719573e-17,1,148,1656,defense response,BP
GO:0005576,3.109346500481232e-17,1,295,4356,extracellular region,CC
GO:0044403,3.3648640455572375e-17,1,97,880,symbiont process,BP
GO:0034097,6.022893951070014e-17,1,118,1182,response to cytokine,BP
GO:0050793,6.488863020066248e-17,1,208,2660,regulation of developmental process,BP
GO:0006955,9.870270825050018e-17,1,168,1990,immune response,BP
GO:0031325,1.2783141481401514e-16,1,246,3287,positive regulation of cellular metabolic process,BP
GO:0016032,1.551933397950723e-16,1,92,829,viral process,BP
GO:0035639,2.20164652556881e-16,1,159,1796,purine ribonucleoside triphosphate binding,MF
GO:0044419,2.5577477015121294e-16,1,98,928,interspecies interaction between organisms,BP
GO:0051246,2.825232465220206e-16,1,216,2849,regulation of protein metabolic process,BP
GO:0065009,2.918522101810775e-16,1,225,2963,regulation of molecular function,BP
GO:0065003,3.921537878905423e-16,1,160,1900,protein-containing complex assembly,BP
GO:0051173,3.932965025185086e-16,1,237,3157,positive regulation of nitrogen compound metabolic process,BP
GO:0034645,4.861157320377258e-16,1,329,4891,cellular macromolecule biosynthetic process,BP
GO:0051649,6.1567389494025285e-16,1,180,2226,establishment of localization in cell,BP
GO:0042802,6.184079251317825e-16,1,150,1715,identical protein binding,MF
GO:0016192,8.421999647806918e-16,1,167,1996,vesicle-mediated transport,BP
GO:0034341,9.112288907327798e-16,1,38,181,response to interferon-gamma,BP
GO:0032553,1.1480926614262195e-15,1,162,1877,ribonucleotide binding,MF
GO:0044265,1.4140122818004382e-15,1,112,1156,cellular macromolecule catabolic process,BP
GO:0007166,1.6577855466501352e-15,1,220,2906,cell surface receptor signaling pathway,BP
GO:0043933,1.879825751342129e-15,1,177,2218,protein-containing complex subunit organization,BP
GO:0010468,2.0227498677234098e-15,1,316,4942,regulation of gene expression,BP
GO:0017076,2.1579256358754064e-15,1,161,1874,purine nucleotide binding,MF
GO:0032555,2.5026517470959346e-15,1,160,1861,purine ribonucleotide binding,MF
GO:0044248,2.5874004541979806e-15,1,183,2316,cellular catabolic process,BP
GO:0051641,2.801455712424024e-15,1,217,2905,cellular localization,BP
GO:0032879,2.9096543970937775e-15,1,211,2812,regulation of localization,BP
GO:0009653,3.1198365471748292e-15,1,207,2708,anatomical structure morphogenesis,BP
GO:0009059,4.09832637447849e-15,1,333,5044,macromolecule biosynthetic process,BP
GO:0009605,4.1045148986408866e-15,1,188,2405,response to external stimulus,BP
GO:0048513,5.517423968102269e-15,1,250,3463,animal organ development,BP
GO:0044093,6.062711873831793e-15,1,151,1763,positive regulation of molecular function,BP
GO:0019899,7.520706191401896e-15,1,177,2206,enzyme binding,MF
GO:1901362,1.0008715139422373e-14,1,302,4436,organic cyclic compound biosynthetic process,BP
GO:0034654,1.2757072863476197e-14,1,290,4214,nucleobase-containing compound biosynthetic process,BP
GO:1901700,1.6488414294918438e-14,1,140,1622,response to oxygen-containing compound,BP
GO:0045087,1.6538873440575852e-14,1,93,910,innate immune response,BP
GO:0009892,1.916699076763462e-14,1,229,3451,negative regulation of metabolic process,BP
GO:0019438,1.9998817446737123e-14,1,293,4287,aromatic compound biosynthetic process,BP
GO:0018130,2.6279220732541125e-14,1,292,4277,heterocycle biosynthetic process,BP
GO:2000026,3.2823464115670896e-14,1,168,2126,regulation of multicellular organismal development,BP
GO:0005856,3.3916530543063606e-14,1,169,2092,cytoskeleton,CC
GO:0008219,3.441634120744749e-14,1,175,2232,cell death,BP
GO:0034655,4.400687822362492e-14,1,73,647,nucleobase-containing compound catabolic process,BP
GO:0009889,4.4550746722619474e-14,1,292,4339,regulation of biosynthetic process,BP
GO:0051707,4.958248316334469e-14,1,94,941,response to other organism,BP
GO:0046907,5.1270869424278046e-14,1,150,1833,intracellular transport,BP
GO:0043207,5.591546534155979e-14,1,94,943,response to external biotic stimulus,BP
GO:0010605,5.749286145721246e-14,1,214,3216,negative regulation of macromolecule metabolic process,BP
GO:0005730,6.616837929462995e-14,1,105,1293,nucleolus,CC
GO:0071345,8.95547270970144e-14,1,104,1093,cellular response to cytokine stimulus,BP
GO:0051130,9.021705174092062e-14,1,115,1251,positive regulation of cellular component organization,BP
GO:0032268,1.0891964479907785e-13,1,196,2653,regulation of cellular protein metabolic process,BP
GO:0051049,1.172393815666902e-13,1,152,1860,regulation of transport,BP
GO:0010628,1.3960203480206084e-13,1,160,1974,positive regulation of gene expression,BP
GO:0019904,1.6394236621473768e-13,1,78,704,protein domain specific binding,MF
GO:0009607,1.7858891072685013e-13,1,95,975,response to biotic stimulus,BP
GO:0033043,1.8380513283735234e-13,1,113,1240,regulation of organelle organization,BP
GO:0045595,2.0923478758673087e-13,1,151,1856,regulation of cell differentiation,BP
GO:0061024,2.149121088025885e-13,1,85,818,membrane organization,BP
GO:0046700,2.3106832254050884e-13,1,75,694,heterocycle catabolic process,BP
GO:0009894,2.684613605058601e-13,1,95,975,regulation of catabolic process,BP
GO:0008283,2.7372039697920446e-13,1,156,1984,cell proliferation,BP
GO:0045296,3.1744936947483323e-13,1,48,330,cadherin binding,MF
GO:0009719,3.230344940406078e-13,1,138,1644,response to endogenous stimulus,BP
GO:0008104,3.334204344032859e-13,1,200,2746,protein localization,BP
GO:0019219,3.7272364355987264e-13,1,277,4082,regulation of nucleobase-containing compound metabolic process,BP
GO:1901361,4.228714714753549e-13,1,78,744,organic cyclic compound catabolic process,BP
GO:0007049,4.424389240981964e-13,1,148,1843,cell cycle,BP
GO:0007010,5.536506959604979e-13,1,118,1321,cytoskeleton organization,BP
GO:0031326,5.95529274139267e-13,1,283,4262,regulation of cellular biosynthetic process,BP
GO:0071702,6.777732327263138e-13,1,200,2773,organic substance transport,BP
GO:0044270,6.832043447566854e-13,1,74,695,cellular nitrogen compound catabolic process,BP
GO:0019439,7.520504956800683e-13,1,75,711,aromatic compound catabolic process,BP
GO:0060333,7.711946213844693e-13,1,22,73,interferon-gamma-mediated signaling pathway,BP
GO:0031410,7.99508333138111e-13,1,174,2285,cytoplasmic vesicle,CC
GO:0016071,8.029727564484982e-13,1,84,843,mRNA metabolic process,BP
GO:0097708,8.835934343011218e-13,1,174,2288,intracellular vesicle,CC
GO:0031324,9.688567268942417e-13,1,190,2606,negative regulation of cellular metabolic process,BP
GO:0071346,1.0705940281105463e-12,1,32,162,cellular response to interferon-gamma,BP
GO:2000112,1.2976633235891034e-12,1,265,3939,regulation of cellular macromolecule biosynthetic process,BP
GO:0006401,1.3519927587440699e-12,1,51,397,RNA catabolic process,BP
GO:0044445,1.4423156168790848e-12,1,38,242,cytosolic part,CC
GO:0045935,1.4607471394464236e-12,1,151,1867,positive regulation of nucleobase-containing compound metabolic process,BP
GO:0014070,1.5236592514358344e-12,1,90,907,response to organic cyclic compound,BP
GO:0051252,1.5558893588453648e-12,1,258,3768,regulation of RNA metabolic process,BP
GO:0051172,1.6060407393484976e-12,1,180,2444,negative regulation of nitrogen compound metabolic process,BP
GO:0034340,1.676613851914889e-12,1,24,92,response to type I interferon,BP
GO:1990904,2.507724281806792e-12,1,98,1368,ribonucleoprotein complex,CC
GO:0006915,2.531020419467474e-12,1,153,1963,apoptotic process,BP
GO:0048584,2.7583960126358294e-12,1,176,2358,positive regulation of response to stimulus,BP
GO:0012501,2.805210070457559e-12,1,161,2103,programmed cell death,BP
GO:0043603,2.8402412543458518e-12,1,99,1138,cellular amide metabolic process,BP
GO:0051240,3.4364003654761146e-12,1,142,1788,positive regulation of multicellular organismal process,BP
GO:0043412,3.685066573971473e-12,1,283,4341,macromolecule modification,BP
GO:0005925,3.728235873262028e-12,1,52,405,focal adhesion,CC
GO:0010556,3.92993943375073e-12,1,270,4078,regulation of macromolecule biosynthetic process,BP
GO:0016787,4.016364132755355e-12,1,185,2507,hydrolase activity,MF
GO:0033993,4.189347716335734e-12,1,89,919,response to lipid,BP
GO:0005912,4.3158723540817046e-12,1,63,546,adherens junction,CC
GO:0009891,4.571593932461407e-12,1,156,1988,positive regulation of biosynthetic process,BP
GO:0005924,4.968383946111616e-12,1,52,408,cell-substrate adherens junction,CC
GO:0031328,5.192886256240794e-12,1,154,1957,positive regulation of cellular biosynthetic process,BP
GO:0045862,5.291220458004765e-12,1,48,361,positive regulation of proteolysis,BP
GO:0006793,5.698224320519179e-12,1,227,3310,phosphorus metabolic process,BP
GO:1902531,5.884180688976488e-12,1,151,1947,regulation of intracellular signal transduction,BP
GO:0070161,6.18595550439856e-12,1,64,562,anchoring junction,CC
GO:0006464,6.501779691074784e-12,1,271,4131,cellular protein modification process,BP
GO:0036211,6.501779691074784e-12,1,271,4131,protein modification process,BP
GO:0006796,7.68678823496221e-12,1,225,3283,phosphate-containing compound metabolic process,BP
GO:0045184,7.690530195346263e-12,1,158,2097,establishment of protein localization,BP
GO:0030055,7.704831202418925e-12,1,52,412,cell-substrate junction,CC
GO:0006402,7.763154743352715e-12,1,47,364,mRNA catabolic process,BP
GO:0034622,8.378104378265655e-12,1,98,1109,cellular protein-containing complex assembly,BP
GO:0046872,1.0874712679549603e-11,1,275,4145,metal ion binding,MF
GO:0071944,1.1722234057630747e-11,1,344,5428,cell periphery,CC
GO:0050790,1.2108866525073777e-11,1,171,2316,regulation of catalytic activity,BP
GO:0030162,1.2287470885517136e-11,1,76,763,regulation of proteolysis,BP
GO:0010647,1.2815632266517404e-11,1,144,1835,positive regulation of cell communication,BP
GO:0034613,1.3654133631466775e-11,1,144,1862,cellular protein localization,BP
GO:0010629,1.680026652898915e-11,1,156,2354,negative regulation of gene expression,BP
GO:0044433,1.7339373356642315e-11,1,122,1477,cytoplasmic vesicle part,CC
GO:0005886,1.9214161530928705e-11,1,337,5309,plasma membrane,CC
GO:0008144,1.9310344245099823e-11,1,138,1710,drug binding,MF
GO:0070727,2.0731826198182274e-11,1,144,1873,cellular macromolecule localization,BP
GO:0044877,2.108650197765059e-11,1,99,1107,protein-containing complex binding,MF
GO:0043169,2.4183938212091645e-11,1,278,4234,cation binding,MF
GO:0010942,2.5145631547096827e-11,1,72,720,positive regulation of cell death,BP
GO:0043067,2.850448987666254e-11,1,127,1590,regulation of programmed cell death,BP
GO:0022008,3.0456034081735896e-11,1,132,1614,neurogenesis,BP
GO:0051276,3.200035578005167e-11,1,104,1212,chromosome organization,BP
GO:0023056,3.211050498084552e-11,1,143,1842,positive regulation of signaling,BP
GO:0060337,3.319837137933599e-11,1,22,88,type I interferon signaling pathway,BP
GO:0071357,3.319837137933599e-11,1,22,88,cellular response to type I interferon,BP
GO:0008092,3.355471264831658e-11,1,91,973,cytoskeletal protein binding,MF
GO:0043065,3.8856106556717073e-11,1,68,664,positive regulation of apoptotic process,BP
GO:0010557,3.8866548475613234e-11,1,145,1848,positive regulation of macromolecule biosynthetic process,BP
GO:0010941,5.325769402109178e-11,1,133,1709,regulation of cell death,BP
GO:0031090,5.5936589018725254e-11,1,198,2853,organelle membrane,CC
GO:0045202,5.693135385518996e-11,1,104,1169,synapse,CC
GO:0043068,5.7943345967321824e-11,1,68,672,positive regulation of programmed cell death,BP
GO:0050839,6.594363580559253e-11,1,57,498,cell adhesion molecule binding,MF
GO:0098805,6.759642805401091e-11,1,130,1637,whole membrane,CC
GO:0051254,7.149745744001743e-11,1,134,1676,positive regulation of RNA metabolic process,BP
GO:0051094,7.56672315993816e-11,1,115,1404,positive regulation of developmental process,BP
GO:0022603,7.574751907550569e-11,1,97,1138,regulation of anatomical structure morphogenesis,BP
GO:0009628,8.364691997305716e-11,1,105,1225,response to abiotic stimulus,BP
GO:0005524,8.833201190596208e-11,1,121,1460,ATP binding,MF
GO:0080134,9.702627509326416e-11,1,124,1569,regulation of response to stress,BP
GO:0022613,9.845201692371398e-11,1,53,467,ribonucleoprotein complex biogenesis,BP
GO:0031175,9.982634345356353e-11,1,90,972,neuron projection development,BP
GO:0019221,1.0999227305138408e-10,1,75,775,cytokine-mediated signaling pathway,BP
GO:0006986,1.2585874771605908e-10,0.9999999999782203,30,175,response to unfolded protein,BP
GO:0048699,1.2662439948810148e-10,1,124,1515,generation of neurons,BP
GO:0046983,1.322718178561427e-10,1,109,1316,protein dimerization activity,MF
GO:1901565,1.4502137837122035e-10,1,108,1290,organonitrogen compound catabolic process,BP
GO:0060627,1.5787423127328728e-10,1,58,529,regulation of vesicle-mediated transport,BP
GO:0006518,1.6671969975896278e-10,1,77,875,peptide metabolic process,BP
GO:0097435,1.6688600197955983e-10,1,68,664,supramolecular fiber organization,BP
GO:0007399,1.6697784877436138e-10,1,173,2360,nervous system development,BP
GO:0072594,1.6986228417532729e-10,1,58,544,establishment of protein localization to organelle,BP
GO:0007267,1.7098023505414727e-10,1,131,1643,cell-cell signaling,BP
GO:0030182,1.778307065664623e-10,1,114,1356,neuron differentiation,BP
GO:0044430,1.883249238364252e-10,1,126,1584,cytoskeletal part,CC
GO:0042981,1.9410620683158063e-10,1,123,1566,regulation of apoptotic process,BP
GO:0006351,2.1736510586182695e-10,1,240,3615,"transcription, DNA-templated",BP
GO:0001816,2.1868334473648197e-10,1,74,778,cytokine production,BP
GO:0022402,2.616412939398111e-10,1,111,1384,cell cycle process,BP
GO:0098588,2.7248232449301613e-10,1,152,2051,bounding membrane of organelle,CC
GO:0097659,2.80815174994719e-10,1,242,3663,nucleic acid-templated transcription,BP
GO:0048468,2.8225177410006997e-10,1,160,2163,cell development,BP
GO:0042592,3.449381866648682e-10,1,142,1901,homeostatic process,BP
GO:0030554,4.1123738331499003e-10,1,123,1529,adenyl nucleotide binding,MF
GO:0045934,4.1969563101745064e-10,1,118,1466,negative regulation of nucleobase-containing compound metabolic process,BP
GO:0032774,4.2397172308580663e-10,1,242,3680,RNA biosynthetic process,BP
GO:0005694,4.4878230973141335e-10,1,91,1055,chromosome,CC
GO:0043604,4.6425535072416377e-10,1,75,858,amide biosynthetic process,BP
GO:0031327,5.023682754973757e-10,1,123,1610,negative regulation of cellular biosynthetic process,BP
GO:0032559,5.140859931372269e-10,1,122,1518,adenyl ribonucleotide binding,MF
GO:0044456,5.690766726903001e-10,1,86,936,synapse part,CC
GO:0072657,5.941497175662472e-10,1,62,618,protein localization to membrane,BP
GO:0006413,6.049083973292158e-10,0.9999999998695157,30,193,translational initiation,BP
GO:0006974,6.080767381887944e-10,1,78,848,cellular response to DNA damage stimulus,BP
GO:2000113,6.325179047437847e-10,1,114,1455,negative regulation of cellular macromolecule biosynthetic process,BP
GO:0009890,6.38297095029176e-10,1,124,1634,negative regulation of biosynthetic process,BP
GO:0031329,6.398628568858514e-10,1,79,867,regulation of cellular catabolic process,BP
GO:0043085,6.409343952467839e-10,1,114,1421,positive regulation of catalytic activity,BP
GO:0035966,6.641471623346428e-10,0.9999999998523258,31,198,response to topologically incorrect protein,BP
GO:0015031,6.789141006161033e-10,1,144,1983,protein transport,BP
GO:0051336,7.048227523795061e-10,1,105,1290,regulation of hydrolase activity,BP
GO:0032270,7.192384425450352e-10,1,124,1599,positive regulation of cellular protein metabolic process,BP
GO:0071705,7.350461831526988e-10,1,165,2357,nitrogen compound transport,BP
GO:0048666,7.537079187124396e-10,1,96,1104,neuron development,BP
GO:0097190,8.737213099398696e-10,1,61,598,apoptotic signaling pathway,BP
GO:0048585,8.936269408695753e-10,1,126,1668,negative regulation of response to stimulus,BP
GO:0002682,1.058386956579709e-9,1,118,1519,regulation of immune system process,BP
GO:0042886,1.0605111153289348e-9,1,147,2050,amide transport,BP
GO:0051253,1.087805899920619e-9,1,109,1336,negative regulation of RNA metabolic process,BP
GO:0002252,1.1291272410851312e-9,1,96,1150,immune effector process,BP
GO:0022626,1.1458618458964903e-9,0.9999999998227234,21,109,cytosolic ribosome,CC
GO:0010558,1.2032205419552414e-9,1,118,1543,negative regulation of macromolecule biosynthetic process,BP
GO:0015833,1.210794361447003e-9,1,145,2019,peptide transport,BP
GO:0006508,1.474240062609928e-9,1,133,1799,proteolysis,BP
GO:0030054,1.4947096202044466e-9,1,107,1297,cell junction,CC
GO:0001817,1.5373649187235624e-9,1,67,707,regulation of cytokine production,BP
GO:0051726,1.539844528184383e-9,1,98,1205,regulation of cell cycle,BP
GO:0023057,1.609459079360629e-9,1,110,1401,negative regulation of signaling,BP
GO:0060548,1.8481307134164157e-9,1,86,1005,negative regulation of cell death,BP
GO:0009968,1.8517859808582429e-9,1,103,1292,negative regulation of signal transduction,BP
GO:0008284,1.9157864399117708e-9,1,82,936,positive regulation of cell proliferation,BP
GO:0071495,1.921848928852667e-9,1,110,1383,cellular response to endogenous stimulus,BP
GO:0033365,2.0135761597148157e-9,1,80,916,protein localization to organelle,BP
GO:1903506,2.032707220105959e-9,1,230,3514,regulation of nucleic acid-templated transcription,BP
GO:0009615,2.0651663802617975e-9,1,41,326,response to virus,BP
GO:0006887,2.0944934096023527e-9,1,80,899,exocytosis,BP
GO:0120036,2.1102091542357326e-9,1,117,1488,plasma membrane bounded cell projection organization,BP
GO:0051247,2.120872627061486e-9,1,128,1701,positive regulation of protein metabolic process,BP
GO:0030030,2.340840693676075e-9,1,119,1525,cell projection organization,BP
GO:0009725,2.4079295300934414e-9,1,85,979,response to hormone,BP
GO:2001141,2.516208552339158e-9,1,230,3523,regulation of RNA biosynthetic process,BP
GO:0051092,2.5574299287418672e-9,0.9999999994848053,26,149,positive regulation of NF-kappaB transcription factor activity,BP
GO:0042493,2.6730325606083968e-9,1,87,1011,response to drug,BP
GO:0010648,2.6927151308491218e-9,1,109,1397,negative regulation of cell communication,BP
GO:0045597,2.8811457697211273e-9,1,85,982,positive regulation of cell differentiation,BP
GO:0006355,2.9894365774087236e-9,1,226,3454,"regulation of transcription, DNA-templated",BP
GO:0010243,3.121841801652951e-9,1,85,991,response to organonitrogen compound,BP
GO:0005525,3.1947870874565288e-9,1,44,369,GTP binding,MF
GO:1903508,3.4054717673491405e-09,1,123,1591,positive regulation of nucleic acid-templated transcription,BP
GO:0030163,3.4725175516111137e-9,1,81,926,protein catabolic process,BP
GO:1902680,3.5097197678825394e-9,1,123,1592,positive regulation of RNA biosynthetic process,BP
GO:1901701,3.6767444590497948e-9,1,93,1129,cellular response to oxygen-containing compound,BP
GO:0097458,3.696224765240189e-9,1,131,1721,neuron part,CC
GO:1901566,3.9458287998070405e-9,1,136,1932,organonitrogen compound biosynthetic process,BP
GO:0048471,4.016787271880081e-9,1,67,708,perinuclear region of cytoplasm,CC
GO:0002520,4.108315325064092e-9,1,84,974,immune system development,BP
GO:0032550,4.270409833300497e-9,1,44,373,purine ribonucleoside binding,MF
