category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0050793,1.2800142798325302e-20,1,90,2696,regulation of developmental process,BP
GO:0050776,1.7636067877359326e-20,1,53,1001,regulation of immune response,BP
GO:0009986,7.377720619422144e-20,1,48,817,cell surface,CC
GO:0060337,8.416165339950796e-20,1,20,95,type I interferon signaling pathway,BP
GO:0071357,8.416165339950796e-20,1,20,95,cellular response to type I interferon,BP
GO:0044237,1.6150533811038607e-19,1,219,11196,cellular metabolic process,BP
GO:0034340,2.0866658684106748e-19,1,20,99,response to type I interferon,BP
GO:0065009,2.185889378670119e-19,1,94,2985,regulation of molecular function,BP
GO:0010647,3.392102547468874e-19,1,71,1847,positive regulation of cell communication,BP
GO:0023056,4.0350122769494657e-19,1,71,1853,positive regulation of signaling,BP
GO:0001816,4.263341671261617e-19,1,45,788,cytokine production,BP
GO:0031347,6.54743177052561e-19,1,46,841,regulation of defense response,BP
GO:0071346,7.151924373760998e-19,1,24,176,cellular response to interferon-gamma,BP
GO:0032940,1.0234259014265726e-18,1,63,1522,secretion by cell,BP
GO:0003008,1.181432444641645e-18,1,78,2194,system process,BP
GO:0031226,1.2432710049312817e-18,1,69,1707,intrinsic component of plasma membrane,CC
GO:0001525,1.4516954174536558e-18,1,37,587,angiogenesis,BP
GO:0006954,1.4990026443166455e-18,1,44,786,inflammatory response,BP
GO:0016043,2.0189290666527586e-18,1,150,6431,cellular component organization,BP
GO:0009615,2.1300002164440054e-18,1,30,326,response to virus,BP
GO:0022610,2.3899293433824488e-18,1,61,1426,biological adhesion,BP
GO:0009967,2.50744465755265e-18,1,66,1688,positive regulation of signal transduction,BP
GO:0048646,3.819077081648565e-18,1,53,1173,anatomical structure formation involved in morphogenesis,BP
GO:0098542,3.876567494284923e-18,1,35,499,defense response to other organism,BP
GO:0098772,4.581114295597546e-18,1,68,1808,molecular function regulator,MF
GO:0043168,5.902615484155759e-18,1,88,2760,anion binding,MF
GO:0030545,6.059950713151364e-18,1,36,528,receptor regulator activity,MF
GO:0005887,6.670795410215822e-18,1,66,1628,integral component of plasma membrane,CC
GO:0035295,6.811998263165084e-18,1,51,1111,tube development,BP
GO:0007155,7.731602159327257e-18,1,60,1419,cell adhesion,BP
GO:0048514,8.42814176532317e-18,1,39,681,blood vessel morphogenesis,BP
GO:0031410,8.774258615516374e-18,1,78,2312,cytoplasmic vesicle,CC
GO:0043170,8.883926230800981e-18,1,197,10282,macromolecule metabolic process,BP
GO:2000026,9.099837499212485e-18,1,74,2158,regulation of multicellular organismal development,BP
GO:0071840,9.364978983163024e-18,1,151,6615,cellular component organization or biogenesis,BP
GO:0097708,9.366100064354306e-18,1,78,2315,intracellular vesicle,CC
GO:1902533,1.1983177299428981e-17,1,51,1082,positive regulation of intracellular signal transduction,BP
GO:0001944,1.2250662509936202e-17,1,42,793,vasculature development,BP
GO:0001817,1.3806057094806549e-17,1,41,717,regulation of cytokine production,BP
GO:0001568,1.6246099710634596e-17,1,41,761,blood vessel development,BP
GO:0072358,1.94075653938614e-17,1,42,802,cardiovascular system development,BP
GO:0009617,3.240921088752395e-17,1,38,631,response to bacterium,BP
GO:0001775,4.186429306266121e-17,1,57,1370,cell activation,BP
GO:0002443,4.712863620285661e-17,1,42,770,leukocyte mediated immunity,BP
GO:0097367,7.620403687742877e-17,1,75,2206,carbohydrate derivative binding,MF
GO:0051607,8.578812518842694e-17,1,25,239,defense response to virus,BP
GO:0006811,1.0721707489860181e-16,1,64,1691,ion transport,BP
GO:0044267,1.0750593806055416e-16,1,126,5260,cellular protein metabolic process,BP
GO:1901700,1.236047109139618e-16,1,62,1638,response to oxygen-containing compound,BP
GO:0048018,1.4272110013680806e-16,1,33,484,receptor ligand activity,MF
GO:0032101,1.845237258780657e-16,1,43,852,regulation of response to external stimulus,BP
GO:0080134,1.9490369155040203e-16,1,60,1584,regulation of response to stress,BP
GO:0048585,2.1431075913734373e-16,1,62,1695,negative regulation of response to stimulus,BP
GO:0060333,3.074385894544017e-16,1,17,88,interferon-gamma-mediated signaling pathway,BP
GO:0009893,4.066406797472655e-16,1,99,3630,positive regulation of metabolic process,BP
GO:0043231,5.74980257079137e-16,1,211,11360,intracellular membrane-bounded organelle,CC
GO:0008219,6.445877450569711e-16,1,73,2263,cell death,BP
GO:0072359,8.056557491292275e-16,1,49,1173,circulatory system development,BP
GO:0043169,9.364574116944154e-16,1,110,4255,cation binding,MF
GO:0035239,1.0441940795087994e-15,1,43,921,tube morphogenesis,BP
GO:0002703,1.9684219142933307e-15,1,22,201,regulation of leukocyte mediated immunity,BP
GO:1902531,2.697996029653467e-15,1,66,1967,regulation of intracellular signal transduction,BP
GO:0098590,3.0942161070033347e-15,1,51,1203,plasma membrane region,CC
GO:0012501,3.604559613415082e-15,1,69,2131,programmed cell death,BP
GO:0046872,3.746296113091527e-15,1,107,4166,metal ion binding,MF
GO:0050778,3.7585491421871094e-15,1,40,790,positive regulation of immune response,BP
GO:0044260,4.121548242564555e-15,1,169,8312,cellular macromolecule metabolic process,BP
GO:0019222,5.857768527398003e-15,1,148,7192,regulation of metabolic process,BP
GO:0048878,8.114665888167948e-15,1,49,1188,chemical homeostasis,BP
GO:0080090,1.0195070266308717e-14,1,136,6145,regulation of primary metabolic process,BP
GO:1901342,1.0811825767359983e-14,1,27,424,regulation of vasculature development,BP
GO:0008284,1.1009687194812143e-14,1,43,948,positive regulation of cell proliferation,BP
GO:0009888,1.5807014236586064e-14,1,67,2064,tissue development,BP
GO:0031325,1.951993528562715e-14,1,90,3324,positive regulation of cellular metabolic process,BP
GO:0006464,2.7440150486805562e-14,1,103,4153,cellular protein modification process,BP
GO:0036211,2.7440150486805562e-14,1,103,4153,protein modification process,BP
GO:0036094,3.0890282133766886e-14,1,75,2490,small molecule binding,MF
GO:0010562,3.837812276110028e-14,1,47,1139,positive regulation of phosphorus metabolic process,BP
GO:0045937,3.837812276110028e-14,1,47,1139,positive regulation of phosphate metabolic process,BP
GO:0022603,4.685047978372429e-14,1,46,1157,regulation of anatomical structure morphogenesis,BP
GO:0055085,5.104581142836824e-14,1,57,1592,transmembrane transport,BP
GO:0006796,5.151528624140705e-14,1,88,3310,phosphate-containing compound metabolic process,BP
GO:0055065,5.754183856541118e-14,1,35,653,metal ion homeostasis,BP
GO:0045765,5.831813192210207e-14,1,25,384,regulation of angiogenesis,BP
GO:0055080,5.842542942552257e-14,1,37,730,cation homeostasis,BP
GO:0042802,6.558478109643597e-14,1,59,1729,identical protein binding,MF
GO:0043230,7.335858728252952e-14,1,66,2158,extracellular organelle,CC
GO:0007267,7.979382856768363e-14,1,58,1650,cell-cell signaling,BP
GO:0006793,8.029339314415621e-14,1,88,3337,phosphorus metabolic process,BP
GO:0045321,8.181440237776625e-14,1,48,1214,leukocyte activation,BP
GO:0051246,8.553570090165115e-14,1,79,2868,regulation of protein metabolic process,BP
GO:0002699,8.78049576325559e-14,1,21,216,positive regulation of immune effector process,BP
GO:0098771,9.24975615922421e-14,1,37,741,inorganic ion homeostasis,BP
GO:0043412,9.85319503165052e-14,1,105,4365,macromolecule modification,BP
GO:0031323,9.960854630636063e-14,1,135,6279,regulation of cellular metabolic process,BP
GO:0048468,1.1728125705746252e-13,1,68,2180,cell development,BP
GO:0001819,1.3646422827745556e-13,1,29,462,positive regulation of cytokine production,BP
GO:0051171,1.3900182502031516e-13,1,130,5973,regulation of nitrogen compound metabolic process,BP
GO:0040011,1.6183873813535564e-13,1,61,1917,locomotion,BP
GO:0043900,1.626036962632003e-13,1,27,404,regulation of multi-organism process,BP
GO:1903561,1.999045016471653e-13,1,65,2153,extracellular vesicle,CC
GO:0034220,2.339978680622063e-13,1,47,1177,ion transmembrane transport,BP
GO:0050790,2.710345278039866e-13,1,69,2330,regulation of catalytic activity,BP
GO:0050801,2.8528969189826175e-13,1,38,811,ion homeostasis,BP
GO:0030001,2.9010335871745343e-13,1,40,882,metal ion transport,BP
GO:0044433,3.2443649737767583e-13,1,53,1501,cytoplasmic vesicle part,CC
GO:0019220,3.576790308075852e-13,1,59,1812,regulation of phosphate metabolic process,BP
GO:0051174,3.75385635745724e-13,1,59,1814,regulation of phosphorus metabolic process,BP
GO:0070062,3.794742600753525e-13,1,64,2130,extracellular exosome,CC
GO:0006812,4.151461075789569e-13,1,46,1157,cation transport,BP
GO:0002250,4.41198132653053e-13,1,27,412,adaptive immune response,BP
GO:0050877,4.4553883723578963e-13,1,52,1417,nervous system process,BP
GO:0008285,4.90590537060957e-13,1,35,762,negative regulation of cell proliferation,BP
GO:0010604,5.306080291347479e-13,1,87,3358,positive regulation of macromolecule metabolic process,BP
GO:0016477,6.258102149589949e-13,1,52,1533,cell migration,BP
GO:0009897,6.517981945036923e-13,1,24,316,external side of plasma membrane,CC
GO:0060255,7.031409981773958e-13,1,134,6675,regulation of macromolecule metabolic process,BP
GO:0001934,7.500688583681463e-13,1,42,1015,positive regulation of protein phosphorylation,BP
GO:0098660,8.288969225770475e-13,1,38,833,inorganic ion transmembrane transport,BP
GO:0042327,9.409267247126457e-13,1,43,1066,positive regulation of phosphorylation,BP
GO:0007399,9.738172306753417e-13,1,70,2377,nervous system development,BP
GO:0016032,1.0479964312043537e-12,1,37,829,viral process,BP
GO:0031399,1.1137094668530014e-12,1,59,1864,regulation of protein modification process,BP
GO:0032268,1.1562899887054959e-12,1,73,2671,regulation of cellular protein metabolic process,BP
GO:0001932,1.296819224806642e-12,1,51,1463,regulation of protein phosphorylation,BP
GO:0010941,1.3129247141616297e-12,1,56,1736,regulation of cell death,BP
GO:0002456,1.3720960515696777e-12,1,15,106,T cell mediated immunity,BP
GO:0006915,1.399045022206748e-12,1,61,1987,apoptotic process,BP
GO:0045595,1.5701881700041635e-12,1,59,1876,regulation of cell differentiation,BP
GO:0051093,1.6531290029064952e-12,1,41,1045,negative regulation of developmental process,BP
GO:0098655,1.6679761783798024e-12,1,38,852,cation transmembrane transport,BP
GO:0051173,1.879999564492064e-12,1,83,3194,positive regulation of nitrogen compound metabolic process,BP
GO:0031401,2.1667645249539313e-12,1,46,1234,positive regulation of protein modification process,BP
GO:0033993,3.14771539873927e-12,1,39,924,response to lipid,BP
GO:0002705,3.413660578589299e-12,1,16,133,positive regulation of leukocyte mediated immunity,BP
GO:0051050,3.57607254180952e-12,1,40,980,positive regulation of transport,BP
GO:0042325,3.9530619849818365e-12,1,53,1611,regulation of phosphorylation,BP
GO:0001906,4.283765192711466e-12,1,17,168,cell killing,BP
GO:0071702,4.635355790076415e-12,1,74,2788,organic substance transport,BP
GO:0006468,4.667137351956078e-12,1,60,1979,protein phosphorylation,BP
GO:0044419,5.35153584853208e-12,1,38,929,interspecies interaction between organisms,BP
GO:0044403,5.695989651649458e-12,1,37,880,symbiont process,BP
GO:0046983,6.163718132921477e-12,1,47,1330,protein dimerization activity,MF
GO:0044093,7.076854971966163e-12,1,56,1773,positive regulation of molecular function,BP
GO:0003824,7.2625852107552605e-12,1,121,5689,catalytic activity,MF
GO:0034612,7.84943617881766e-12,1,22,313,response to tumor necrosis factor,BP
GO:0006508,7.854927602898486e-12,1,56,1806,proteolysis,BP
GO:0048870,8.172700948663361e-12,1,53,1691,cell motility,BP
GO:0051674,8.172700948663361e-12,1,53,1691,localization of cell,BP
GO:0043067,8.707042701057186e-12,1,52,1614,regulation of programmed cell death,BP
GO:0010648,9.867306592013443e-12,1,48,1423,negative regulation of cell communication,BP
GO:0002449,9.938252964532778e-12,1,20,248,lymphocyte mediated immunity,BP
GO:1903900,1.0540917138206792e-11,1,16,148,regulation of viral life cycle,BP
GO:0023057,1.0770924438688487e-11,1,48,1427,negative regulation of signaling,BP
GO:0051094,1.2192040367014222e-11,1,48,1418,positive regulation of developmental process,BP
GO:0051247,1.2454571124484081e-11,1,54,1711,positive regulation of protein metabolic process,BP
GO:0015318,1.2653692743262971e-11,1,36,811,inorganic molecular entity transmembrane transporter activity,MF
GO:0032270,1.3418069698621593e-11,1,52,1609,positive regulation of cellular protein metabolic process,BP
GO:0048871,1.4239822279175531e-11,1,27,481,multicellular organismal homeostasis,BP
GO:0098552,1.4568184424104282e-11,1,28,509,side of membrane,CC
GO:0042981,1.7581172063986295e-11,1,51,1588,regulation of apoptotic process,BP
GO:0051128,1.8262784150883904e-11,1,68,2505,regulation of cellular component organization,BP
GO:0002460,2.0863128681383527e-11,1,20,258,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,BP
GO:0050792,2.3193023090538026e-11,1,18,207,regulation of viral process,BP
GO:0015075,2.5674091003981685e-11,1,37,875,ion transmembrane transporter activity,MF
GO:0022890,2.7685478743421422e-11,1,30,590,inorganic cation transmembrane transporter activity,MF
GO:0002526,3.3587052580688533e-11,1,16,160,acute inflammatory response,BP
GO:0046873,3.563712100928452e-11,1,26,438,metal ion transmembrane transporter activity,MF
GO:0009719,4.587315469751433e-11,1,52,1662,response to endogenous stimulus,BP
GO:0030097,5.3185818009319445e-11,1,36,886,hemopoiesis,BP
GO:0016310,5.697961203973937e-11,1,65,2407,phosphorylation,BP
GO:0098662,6.026216496079814e-11,1,33,749,inorganic cation transmembrane transport,BP
GO:0005215,6.044948175423737e-11,1,42,1134,transporter activity,MF
GO:0042612,6.184859285600421e-11,1,6,8,MHC class I protein complex,CC
GO:0002480,6.228730184589358e-11,1,6,8,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",BP
GO:0002428,6.26442151802129e-11,1,6,8,antigen processing and presentation of peptide antigen via MHC class Ib,BP
GO:0030335,6.357404232610036e-11,1,27,546,positive regulation of cell migration,BP
GO:0002520,6.373914790127078e-11,1,38,980,immune system development,BP
GO:0022857,6.424374611353199e-11,1,40,1039,transmembrane transporter activity,MF
GO:0050673,6.525382510931088e-11,1,24,435,epithelial cell proliferation,BP
GO:0043903,6.528896263068904e-11,1,18,221,"regulation of symbiosis, encompassing mutualism through parasitism",BP
GO:0043901,6.975510760963647e-11,1,16,170,negative regulation of multi-organism process,BP
GO:0048525,7.241072214089053e-11,1,13,99,negative regulation of viral process,BP
GO:0009968,7.773411146283181e-11,1,44,1316,negative regulation of signal transduction,BP
GO:0051046,7.874085490477096e-11,1,34,811,regulation of secretion,BP
GO:0001910,8.397814672361441e-11,1,12,77,regulation of leukocyte mediated cytotoxicity,BP
GO:0046914,8.501182148926857e-11,1,40,1075,transition metal ion binding,MF
GO:0002237,8.771593796683369e-11,1,22,344,response to molecule of bacterial origin,BP
GO:0030659,9.35660707550131e-11,1,33,769,cytoplasmic vesicle membrane,CC
GO:0071356,9.484527781009917e-11,1,20,291,cellular response to tumor necrosis factor,BP
GO:0031341,9.759344992543076e-11,1,13,97,regulation of cell killing,BP
GO:0009628,1.1055551647787885e-10,1,43,1234,response to abiotic stimulus,BP
GO:0033036,1.119685771015672e-10,1,76,3113,macromolecule localization,BP
GO:0040017,1.2227817339855812e-10,1,28,599,positive regulation of locomotion,BP
GO:0030003,1.367483191606943e-10,1,30,652,cellular cation homeostasis,BP
GO:0045596,1.3681383826939434e-10,1,32,754,negative regulation of cell differentiation,BP
GO:0031012,1.453360603028096e-10,1,27,526,extracellular matrix,CC
GO:2000147,1.658412376029689e-10,1,27,569,positive regulation of cell motility,BP
GO:0019058,1.6762068676855396e-10,1,21,327,viral life cycle,BP
GO:0006928,1.7407540541617978e-10,1,59,2154,movement of cell or subcellular component,BP
GO:0019725,1.7698633888280494e-10,1,37,972,cellular homeostasis,BP
GO:0050878,1.7781172077332634e-10,1,26,499,regulation of body fluid levels,BP
GO:0008324,1.8265186952758833e-10,1,30,640,cation transmembrane transporter activity,MF
GO:0012506,1.8351940457566073e-10,1,33,790,vesicle membrane,CC
GO:0006875,1.8485089011115953e-10,1,28,579,cellular metal ion homeostasis,BP
GO:0040012,1.8627007922611462e-10,1,38,1086,regulation of locomotion,BP
GO:1904018,1.8867209824793466e-10,1,17,231,positive regulation of vasculature development,BP
GO:0048534,1.9113560467229882e-10,1,36,928,hematopoietic or lymphoid organ development,BP
GO:0002706,1.9648325273596678e-10,0.9999999999831328,15,148,regulation of lymphocyte mediated immunity,BP
GO:0030334,2.002954319359344e-10,1,35,953,regulation of cell migration,BP
GO:0050727,2.073532458444916e-10,1,23,424,regulation of inflammatory response,BP
GO:0009306,2.2113234544183198e-10,1,28,592,protein secretion,BP
GO:0006873,2.21686809855411e-10,1,30,665,cellular ion homeostasis,BP
GO:0002708,2.335068411577532e-10,0.999999999983972,13,104,positive regulation of lymphocyte mediated immunity,BP
GO:1901701,2.3394458107101966e-10,1,40,1136,cellular response to oxygen-containing compound,BP
GO:0050663,2.39053252572886e-10,1,18,239,cytokine secretion,BP
GO:0052547,2.4253291112004285e-10,1,24,451,regulation of peptidase activity,BP
GO:0044092,2.448248573863187e-10,1,40,1158,negative regulation of molecular function,BP
GO:0009611,2.5932298035909526e-10,1,30,677,response to wounding,BP
GO:0032496,2.6999486093419163e-10,1,21,331,response to lipopolysaccharide,BP
GO:0045766,2.741264707451172e-10,1,16,204,positive regulation of angiogenesis,BP
GO:0001909,2.8252698881049984e-10,0.9999999999802899,13,106,leukocyte mediated cytotoxicity,BP
GO:0007186,2.907446213403039e-10,1,45,1348,G protein-coupled receptor signaling pathway,BP
GO:2000145,3.0517853892304014e-10,1,36,1014,regulation of cell motility,BP
GO:0051272,3.05470855794753e-10,1,27,586,positive regulation of cellular component movement,BP
GO:0055082,3.4725090527154945e-10,1,33,812,cellular chemical homeostasis,BP
GO:0098609,3.5920557116530176e-10,1,34,839,cell-cell adhesion,BP
GO:0042803,3.7311445530556653e-10,1,34,860,protein homodimerization activity,MF
GO:0005216,3.7678248537235326e-10,1,24,416,ion channel activity,MF
GO:0001664,3.7753962376471454e-10,1,19,281,G protein-coupled receptor binding,MF
GO:0052548,3.872476941106125e-10,1,23,424,regulation of endopeptidase activity,BP
GO:0044281,3.8949304542344873e-10,1,58,2115,small molecule metabolic process,BP
GO:0097458,4.0001118303787987e-10,1,52,1728,neuron part,CC
GO:0098805,4.4413848585165663e-10,1,50,1663,whole membrane,CC
GO:0015267,4.488605483157818e-10,1,25,455,channel activity,MF
GO:0022803,4.711690326634743e-10,1,25,456,passive transmembrane transporter activity,MF
GO:0045088,4.768441430953179e-10,1,24,453,regulation of innate immune response,BP
GO:0015672,4.994594521739813e-10,1,26,524,monovalent inorganic cation transport,BP
GO:0051051,6.091867646942816e-10,1,25,524,negative regulation of transport,BP
GO:0022838,6.608596279133771e-10,1,24,428,substrate-specific channel activity,MF
GO:0005125,6.790364298944116e-10,1,17,220,cytokine activity,MF
GO:0045069,7.426188535232234e-10,0.9999999999511237,12,95,regulation of viral genome replication,BP
GO:0045071,7.448248007756065e-10,0.9999999999661089,10,59,negative regulation of viral genome replication,BP
GO:0002790,7.478187160071753e-10,1,28,626,peptide secretion,BP
GO:0005783,8.190669815725321e-10,1,54,1907,endoplasmic reticulum,CC
GO:0120025,8.813577190937928e-10,1,58,2106,plasma membrane bounded cell projection,CC
GO:0051270,8.831780536551071e-10,1,37,1099,regulation of cellular component movement,BP
GO:0043269,8.85254350249743e-10,1,30,699,regulation of ion transport,BP
GO:0000166,9.158826625307599e-10,1,58,2112,nucleotide binding,MF
GO:1901265,9.297671825607979e-10,1,58,2113,nucleoside phosphate binding,MF
GO:0046649,9.298765218811889e-10,1,29,664,lymphocyte activation,BP
GO:0051336,9.318246939026425e-10,1,42,1295,regulation of hydrolase activity,BP
GO:1901363,9.791394196396447e-10,1,119,6191,heterocyclic compound binding,MF
GO:0008015,9.848988681657048e-10,1,26,543,blood circulation,BP
GO:0001505,1.0624588466731477e-9,1,21,353,regulation of neurotransmitter levels,BP
GO:0044706,1.0911336904787403e-9,1,17,224,multi-multicellular organism process,BP
GO:0031349,1.1141611168947564e-9,1,25,520,positive regulation of defense response,BP
GO:0022008,1.1517865509845982e-9,1,49,1623,neurogenesis,BP
GO:0042995,1.2002819097464534e-9,1,59,2181,cell projection,CC
GO:0002484,1.2324144288142614e-9,0.9999999999977291,5,6,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,BP
GO:0002486,1.2324144288142614e-9,0.9999999999977291,5,6,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",BP
GO:0060548,1.2608005499023385e-9,1,36,1021,negative regulation of cell death,BP
GO:0000165,1.3382596319629578e-9,1,35,958,MAPK cascade,BP
GO:0005539,1.3500509813469846e-9,1,17,228,glycosaminoglycan binding,MF
GO:0003013,1.4084349345495115e-9,1,26,553,circulatory system process,BP
GO:0038023,1.7678186690528388e-9,1,46,1449,signaling receptor activity,MF
